democrat				republican			
Token	LL	F	F2	Token	LL	F	F2
kentucky-based	2.48	0.0	0.03	kentucky-based	2.48	0.03	0.0
bit.ly/2kx5ner	2.48	0.0	0.03	bit.ly/2kx5ner	2.48	0.03	0.0
synagogues	2.48	0.0	0.03	synagogues	2.48	0.03	0.0
kraft	2.48	0.0	0.03	kraft	2.48	0.03	0.0
encountered	2.48	0.0	0.03	encountered	2.48	0.03	0.0
gov.alaska.gov/townhall/	2.48	0.0	0.03	gov.alaska.gov/townhall/	2.48	0.03	0.0
kvue.com/article/news/l	2.48	0.0	0.03	kvue.com/article/news/l	2.48	0.03	0.0
raided	2.48	0.0	0.03	raided	2.48	0.03	0.0
knott	2.48	0.0	0.03	knott	2.48	0.03	0.0
regence	2.48	0.0	0.03	regence	2.48	0.03	0.0
04.14	2.48	0.0	0.03	04.14	2.48	0.03	0.0
low-tax	2.48	0.0	0.03	low-tax	2.48	0.03	0.0
montpelier	2.48	0.0	0.03	montpelier	2.48	0.03	0.0
skinner	2.48	0.0	0.03	skinner	2.48	0.03	0.0
crucifixion	2.48	0.0	0.03	crucifixion	2.48	0.03	0.0
arizonaenrichmentcenters.az.gov	2.48	0.0	0.03	arizonaenrichmentcenters.az.gov	2.48	0.03	0.0
musk's	2.48	0.0	0.03	musk's	2.48	0.03	0.0
willow	2.48	0.0	0.03	willow	2.48	0.03	0.0
simplifying	2.48	0.0	0.03	simplifying	2.48	0.03	0.0
alto	2.48	0.0	0.03	alto	2.48	0.03	0.0
jyssica	2.48	0.0	0.03	jyssica	2.48	0.03	0.0
0:18	2.48	0.0	0.03	0:18	2.48	0.03	0.0
accd.vermont.gov/covid-19	2.48	0.0	0.03	accd.vermont.gov/covid-19	2.48	0.03	0.0
ketchup	2.48	0.0	0.03	ketchup	2.48	0.03	0.0
boise's	2.48	0.0	0.03	boise's	2.48	0.03	0.0
hofmeister	2.48	0.0	0.03	hofmeister	2.48	0.03	0.0
payette	2.48	0.0	0.03	payette	2.48	0.03	0.0
meeteetse	2.48	0.0	0.03	meeteetse	2.48	0.03	0.0
moultrie	2.48	0.0	0.03	moultrie	2.48	0.03	0.0
0427-fl-covid19-message.pdf	2.48	0.0	0.03	0427-fl-covid19-message.pdf	2.48	0.03	0.0
barberton	2.48	0.0	0.03	barberton	2.48	0.03	0.0
trevor	2.48	0.0	0.03	trevor	2.48	0.03	0.0
139	2.48	0.0	0.03	139	2.48	0.03	0.0
desserts	2.48	0.0	0.03	desserts	2.48	0.03	0.0
5:10	2.48	0.0	0.03	5:10	2.48	0.03	0.0
floridian	2.48	0.0	0.03	floridian	2.48	0.03	0.0
huntsvillealcoc	2.48	0.0	0.03	huntsvillealcoc	2.48	0.03	0.0
goble	2.48	0.0	0.03	goble	2.48	0.03	0.0
morningstar	2.48	0.0	0.03	morningstar	2.48	0.03	0.0
eleventh	2.48	0.0	0.03	eleventh	2.48	0.03	0.0
scoured	2.48	0.0	0.03	scoured	2.48	0.03	0.0
bang	2.48	0.0	0.03	bang	2.48	0.03	0.0
chamberlain	2.48	0.0	0.03	chamberlain	2.48	0.03	0.0
optimist	2.48	0.0	0.03	optimist	2.48	0.03	0.0
bit.ly/2hlv7ql	2.48	0.0	0.03	bit.ly/2hlv7ql	2.48	0.03	0.0
spacewalk	2.48	0.0	0.03	spacewalk	2.48	0.03	0.0
tenure	2.48	0.0	0.03	tenure	2.48	0.03	0.0
keisling	2.48	0.0	0.03	keisling	2.48	0.03	0.0
kentuckytourism.com/ky-events/	2.48	0.0	0.03	kentuckytourism.com/ky-events/	2.48	0.03	0.0
amplified	2.48	0.0	0.03	amplified	2.48	0.03	0.0
20beaches	2.48	0.0	0.03	20beaches	2.48	0.03	0.0
http://2020inn	2.48	0.0	0.03	http://2020inn	2.48	0.03	0.0
freeways	2.48	0.0	0.03	freeways	2.48	0.03	0.0
ultrasound	2.48	0.0	0.03	ultrasound	2.48	0.03	0.0
fentress	2.48	0.0	0.03	fentress	2.48	0.03	0.0
ramkota	2.48	0.0	0.03	ramkota	2.48	0.03	0.0
hickory	2.48	0.0	0.03	hickory	2.48	0.03	0.0
primed	2.48	0.0	0.03	primed	2.48	0.03	0.0
43,000	2.48	0.0	0.03	43,000	2.48	0.03	0.0
visit-it	2.48	0.0	0.03	visit-it	2.48	0.03	0.0
who're	2.48	0.0	0.03	who're	2.48	0.03	0.0
azhealth.gov/maskupaz	2.48	0.0	0.03	azhealth.gov/maskupaz	2.48	0.03	0.0
sting	2.48	0.0	0.03	sting	2.48	0.03	0.0
callaway	2.48	0.0	0.03	callaway	2.48	0.03	0.0
9120516	2.48	0.0	0.03	9120516	2.48	0.03	0.0
hardin	2.48	0.0	0.03	hardin	2.48	0.03	0.0
workforces	2.48	0.0	0.03	workforces	2.48	0.03	0.0
everything's	2.48	0.0	0.03	everything's	2.48	0.03	0.0
plainsman.com	2.48	0.0	0.03	plainsman.com	2.48	0.03	0.0
whitehouse.gov/briefings-stat	2.48	0.0	0.03	whitehouse.gov/briefings-stat	2.48	0.03	0.0
nebraskan's	2.48	0.0	0.03	nebraskan's	2.48	0.03	0.0
vuelta	2.48	0.0	0.03	vuelta	2.48	0.03	0.0
stirling	2.48	0.0	0.03	stirling	2.48	0.03	0.0
challey	2.48	0.0	0.03	challey	2.48	0.03	0.0
worthen	2.48	0.0	0.03	worthen	2.48	0.03	0.0
treacherous	2.48	0.0	0.03	treacherous	2.48	0.03	0.0
pelanda	2.48	0.0	0.03	pelanda	2.48	0.03	0.0
2gether	2.48	0.0	0.03	2gether	2.48	0.03	0.0
ensues	2.48	0.0	0.03	ensues	2.48	0.03	0.0
michigan-based	2.48	0.0	0.03	michigan-based	2.48	0.03	0.0
radio.com	2.48	0.0	0.03	radio.com	2.48	0.03	0.0
seventeen	2.48	0.0	0.03	seventeen	2.48	0.03	0.0
refrigeration	2.48	0.0	0.03	refrigeration	2.48	0.03	0.0
slama	2.48	0.0	0.03	slama	2.48	0.03	0.0
fun-filled	2.48	0.0	0.03	fun-filled	2.48	0.03	0.0
tiankai	2.48	0.0	0.03	tiankai	2.48	0.03	0.0
tsgt	2.48	0.0	0.03	tsgt	2.48	0.03	0.0
raton	2.48	0.0	0.03	raton	2.48	0.03	0.0
exporting	2.48	0.0	0.03	exporting	2.48	0.03	0.0
fibonacci	2.48	0.0	0.03	fibonacci	2.48	0.03	0.0
frees	2.48	0.0	0.03	frees	2.48	0.03	0.0
907-563-9085	2.48	0.0	0.03	907-563-9085	2.48	0.03	0.0
855-264-6858	2.48	0.0	0.03	855-264-6858	2.48	0.03	0.0
owsley	2.48	0.0	0.03	owsley	2.48	0.03	0.0
550m	2.48	0.0	0.03	550m	2.48	0.03	0.0
keesler	2.48	0.0	0.03	keesler	2.48	0.03	0.0
presses	2.48	0.0	0.03	presses	2.48	0.03	0.0
uncovers	2.48	0.0	0.03	uncovers	2.48	0.03	0.0
kaya	2.48	0.0	0.03	kaya	2.48	0.03	0.0
governor.alabama.gov/newsroom/2020/05/governor-ivey-issues-amended-safer-at-home-order/	2.48	0.0	0.03	governor.alabama.gov/newsroom/2020/05/governor-ivey-issues-amended-safer-at-home-order/	2.48	0.03	0.0
mylynn	2.48	0.0	0.03	mylynn	2.48	0.03	0.0
boston.cbslocal.com	2.48	0.0	0.03	boston.cbslocal.com	2.48	0.03	0.0
bellows	2.48	0.0	0.03	bellows	2.48	0.03	0.0
kwwl	2.48	0.0	0.03	kwwl	2.48	0.03	0.0
augustahealth.org	2.48	0.0	0.03	augustahealth.org	2.48	0.03	0.0
patti	2.48	0.0	0.03	patti	2.48	0.03	0.0
governor.sc.gov/news/2019-01/d	2.48	0.0	0.03	governor.sc.gov/news/2019-01/d	2.48	0.03	0.0
faneuil	2.48	0.0	0.03	faneuil	2.48	0.03	0.0
1,613	2.48	0.0	0.03	1,613	2.48	0.03	0.0
media's	2.48	0.0	0.03	media's	2.48	0.03	0.0
trib.com/news/state-and	2.48	0.0	0.03	trib.com/news/state-and	2.48	0.03	0.0
governor.arkansas.gov/news-media/weekly-address/	2.48	0.0	0.03	governor.arkansas.gov/news-media/weekly-address/	2.48	0.03	0.0
month-gaming	2.48	0.0	0.03	month-gaming	2.48	0.03	0.0
non-traditional	2.48	0.0	0.03	non-traditional	2.48	0.03	0.0
homage	2.48	0.0	0.03	homage	2.48	0.03	0.0
co-working	2.48	0.0	0.03	co-working	2.48	0.03	0.0
603-271-7200	2.48	0.0	0.03	603-271-7200	2.48	0.03	0.0
3200	2.48	0.0	0.03	3200	2.48	0.03	0.0
9066708	2.48	0.0	0.03	9066708	2.48	0.03	0.0
measurably	2.48	0.0	0.03	measurably	2.48	0.03	0.0
gmc	2.48	0.0	0.03	gmc	2.48	0.03	0.0
ames	2.48	0.0	0.03	ames	2.48	0.03	0.0
erg	2.48	0.0	0.03	erg	2.48	0.03	0.0
amusements	2.48	0.0	0.03	amusements	2.48	0.03	0.0
425	2.48	0.0	0.03	425	2.48	0.03	0.0
doi.idaho.gov/displaypdf?id=	2.48	0.0	0.03	doi.idaho.gov/displaypdf?id=	2.48	0.03	0.0
3251209001	2.48	0.0	0.03	3251209001	2.48	0.03	0.0
sequence	2.48	0.0	0.03	sequence	2.48	0.03	0.0
04.16	2.48	0.0	0.03	04.16	2.48	0.03	0.0
harwood	2.48	0.0	0.03	harwood	2.48	0.03	0.0
chatted	2.48	0.0	0.03	chatted	2.48	0.03	0.0
okla's	2.48	0.0	0.03	okla's	2.48	0.03	0.0
05.14	2.48	0.0	0.03	05.14	2.48	0.03	0.0
sobering	2.48	0.0	0.03	sobering	2.48	0.03	0.0
breakforaplate.com/participate	2.48	0.0	0.03	breakforaplate.com/participate	2.48	0.03	0.0
cbs19.tv/article/news/l	2.48	0.0	0.03	cbs19.tv/article/news/l	2.48	0.03	0.0
acclaimed	2.48	0.0	0.03	acclaimed	2.48	0.03	0.0
phis-shelby-county	2.48	0.0	0.03	phis-shelby-county	2.48	0.03	0.0
2-104	2.48	0.0	0.03	2-104	2.48	0.03	0.0
connell	2.48	0.0	0.03	connell	2.48	0.03	0.0
ktar.com	2.48	0.0	0.03	pedimos	2.48	0.03	0.0
pedimos	2.48	0.0	0.03	ktar.com	2.48	0.03	0.0
watford	2.48	0.0	0.03	watford	2.48	0.03	0.0
challis	2.48	0.0	0.03	challis	2.48	0.03	0.0
hialeah	2.48	0.0	0.03	hialeah	2.48	0.03	0.0
reet-nd-summit-registration	2.48	0.0	0.03	reet-nd-summit-registration	2.48	0.03	0.0
rudder	2.48	0.0	0.03	rudder	2.48	0.03	0.0
risever	2.48	0.0	0.03	risever	2.48	0.03	0.0
mic-recovery-grants	2.48	0.0	0.03	mic-recovery-grants	2.48	0.03	0.0
bother	2.48	0.0	0.03	bother	2.48	0.03	0.0
rivacold	2.48	0.0	0.03	rivacold	2.48	0.03	0.0
gop-candidate-for-tennessee-governor-bill-lee-visits-chattanooga	2.48	0.0	0.03	gop-candidate-for-tennessee-governor-bill-lee-visits-chattanooga	2.48	0.03	0.0
mae	2.48	0.0	0.03	mae	2.48	0.03	0.0
longhorns	2.48	0.0	0.03	longhorns	2.48	0.03	0.0
retained	2.48	0.0	0.03	retained	2.48	0.03	0.0
rear	2.48	0.0	0.03	rear	2.48	0.03	0.0
9139317	2.48	0.0	0.03	9139317	2.48	0.03	0.0
clinician	2.48	0.0	0.03	clinician	2.48	0.03	0.0
idahobusinessreview.com	2.48	0.0	0.03	idahobusinessreview.com	2.48	0.03	0.0
idaho.gov/flag/	2.48	0.0	0.03	idaho.gov/flag/	2.48	0.03	0.0
boundless	2.48	0.0	0.03	boundless	2.48	0.03	0.0
razorback	2.48	0.0	0.03	razorback	2.48	0.03	0.0
horseback	2.48	0.0	0.03	horseback	2.48	0.03	0.0
titan	2.48	0.0	0.03	titan	2.48	0.03	0.0
granddaughter's	2.48	0.0	0.03	granddaughter's	2.48	0.03	0.0
settled	2.48	0.0	0.03	settled	2.48	0.03	0.0
stuart	2.48	0.0	0.03	stuart	2.48	0.03	0.0
brockton	2.48	0.0	0.03	brockton	2.48	0.03	0.0
9100474	2.48	0.0	0.03	9100474	2.48	0.03	0.0
strenuous	2.48	0.0	0.03	strenuous	2.48	0.03	0.0
validate	2.48	0.0	0.03	validate	2.48	0.03	0.0
20public	2.48	0.0	0.03	20public	2.48	0.03	0.0
four-phase	2.48	0.0	0.03	four-phase	2.48	0.03	0.0
9_2020_a_special_day_of_prayer_in_arkansas	2.48	0.0	0.03	9_2020_a_special_day_of_prayer_in_arkansas	2.48	0.03	0.0
526	2.48	0.0	0.03	526	2.48	0.03	0.0
7c01	2.48	0.0	0.03	7c01	2.48	0.03	0.0
unl	2.48	0.0	0.03	unl	2.48	0.03	0.0
pallister	2.48	0.0	0.03	pallister	2.48	0.03	0.0
bit.ly/3b10ohu	2.48	0.0	0.03	bit.ly/3b10ohu	2.48	0.03	0.0
ow.ly/7and50zrndu	2.48	0.0	0.03	ow.ly/7and50zrndu	2.48	0.03	0.0
kristv.com	2.48	0.0	0.03	kristv.com	2.48	0.03	0.0
doctrine	2.48	0.0	0.03	doctrine	2.48	0.03	0.0
coronavirus.health.ok.gov/sites/g/files/	2.48	0.0	0.03	coronavirus.health.ok.gov/sites/g/files/	2.48	0.03	0.0
05.16	2.48	0.0	0.03	05.16	2.48	0.03	0.0
1-866-207-2880	2.48	0.0	0.03	1-866-207-2880	2.48	0.03	0.0
wrbl	2.48	0.0	0.03	wrbl	2.48	0.03	0.0
indications	2.48	0.0	0.03	indications	2.48	0.03	0.0
atv	2.48	0.0	0.03	atv	2.48	0.03	0.0
henrymcmaster.com/scwinning-bus-	2.48	0.0	0.03	henrymcmaster.com/scwinning-bus-	2.48	0.03	0.0
ernor-hogan-orders-closure-of-bars-and-restaurants-announces-unprecedented-public-health-surge-to-combat-covid	2.48	0.0	0.03	ernor-hogan-orders-closure-of-bars-and-restaurants-announces-unprecedented-public-health-surge-to-combat-covid	2.48	0.03	0.0
marketplaces	2.48	0.0	0.03	marketplaces	2.48	0.03	0.0
handlers	2.48	0.0	0.03	handlers	2.48	0.03	0.0
netnebraska.org/interactive-multimedia/government/executive-conferencia-de-prensa-del-gobernador-5	2.48	0.0	0.03	netnebraska.org/interactive-multimedia/government/executive-conferencia-de-prensa-del-gobernador-5	2.48	0.03	0.0
smttt	2.48	0.0	0.03	smttt	2.48	0.03	0.0
thrasher	2.48	0.0	0.03	thrasher	2.48	0.03	0.0
2020032	2.48	0.0	0.03	2020032	2.48	0.03	0.0
spinning	2.48	0.0	0.03	spinning	2.48	0.03	0.0
shelf-stable	2.48	0.0	0.03	shelf-stable	2.48	0.03	0.0
becksted	2.48	0.0	0.03	becksted	2.48	0.03	0.0
pcr	2.48	0.0	0.03	pcr	2.48	0.03	0.0
gordonforwyoming.com/join-us/	2.48	0.0	0.03	gordonforwyoming.com/join-us/	2.48	0.03	0.0
lamoure	2.48	0.0	0.03	lamoure	2.48	0.03	0.0
flickr.com	2.48	0.0	0.03	flickr.com	2.48	0.03	0.0
walker's	2.48	0.0	0.03	walker's	2.48	0.03	0.0
netnebraska.org/live	2.48	0.0	0.03	netnebraska.org/live	2.48	0.03	0.0
facilitates	2.48	0.0	0.03	facilitates	2.48	0.03	0.0
dumping	2.48	0.0	0.03	dumping	2.48	0.03	0.0
ktiv.com	2.48	0.0	0.03	ktiv.com	2.48	0.03	0.0
dispense	2.48	0.0	0.03	dispense	2.48	0.03	0.0
cramer	2.48	0.0	0.03	cramer	2.48	0.03	0.0
await	2.48	0.0	0.03	await	2.48	0.03	0.0
netnebraska.org/interactive-multimedia/news/speaking-nebraska-covid-19-town-hall-governor-ricketts-410	2.48	0.0	0.03	netnebraska.org/interactive-multimedia/news/speaking-nebraska-covid-19-town-hall-governor-ricketts-410	2.48	0.03	0.0
governor.arkansas.gov/news-media/blo	2.48	0.0	0.03	governor.arkansas.gov/news-media/blo	2.48	0.03	0.0
degree-holders	2.48	0.0	0.03	degree-holders	2.48	0.03	0.0
nu	2.48	0.0	0.03	nu	2.48	0.03	0.0
otc	2.48	0.0	0.03	otc	2.48	0.03	0.0
seminole	2.48	0.0	0.03	seminole	2.48	0.03	0.0
verma	2.48	0.0	0.03	verma	2.48	0.03	0.0
stacie	2.48	0.0	0.03	stacie	2.48	0.03	0.0
yearly	2.48	0.0	0.03	yearly	2.48	0.03	0.0
ow.ly/jnxt50afsqa	2.48	0.0	0.03	ow.ly/jnxt50afsqa	2.48	0.03	0.0
04.17	2.48	0.0	0.03	04.17	2.48	0.03	0.0
rescues	2.48	0.0	0.03	rescues	2.48	0.03	0.0
toilet	2.48	0.0	0.03	toilet	2.48	0.03	0.0
classy	2.48	0.0	0.03	classy	2.48	0.03	0.0
macleanenergycenter	2.48	0.0	0.03	macleanenergycenter	2.48	0.03	0.0
youtu.be/3gk6yaoqudk	2.48	0.0	0.03	youtu.be/3gk6yaoqudk	2.48	0.03	0.0
licking	2.48	0.0	0.03	licking	2.48	0.03	0.0
9133318	2.48	0.0	0.03	9133318	2.48	0.03	0.0
thyra	2.48	0.0	0.03	thyra	2.48	0.03	0.0
yearlong	2.48	0.0	0.03	yearlong	2.48	0.03	0.0
seus-japan	2.48	0.0	0.03	seus-japan	2.48	0.03	0.0
wtop.com	2.48	0.0	0.03	wtop.com	2.48	0.03	0.0
leicheiter	2.48	0.0	0.03	leicheiter	2.48	0.03	0.0
mccormick	2.48	0.0	0.03	mccormick	2.48	0.03	0.0
34th	2.48	0.0	0.03	34th	2.48	0.03	0.0
revamping	2.48	0.0	0.03	revamping	2.48	0.03	0.0
4.35	2.48	0.0	0.03	4.35	2.48	0.03	0.0
142	2.48	0.0	0.03	142	2.48	0.03	0.0
chair's	2.48	0.0	0.03	chair's	2.48	0.03	0.0
handsfreeindiana.com	2.48	0.0	0.03	handsfreeindiana.com	2.48	0.03	0.0
renatha	2.48	0.0	0.03	renatha	2.48	0.03	0.0
bit.ly/3fu7gze	2.48	0.0	0.03	bit.ly/3fu7gze	2.48	0.03	0.0
goldie	2.48	0.0	0.03	goldie	2.48	0.03	0.0
life-long	2.48	0.0	0.03	life-long	2.48	0.03	0.0
cobb's	2.48	0.0	0.03	cobb's	2.48	0.03	0.0
tyndall	2.48	0.0	0.03	tyndall	2.48	0.03	0.0
glimmer	2.48	0.0	0.03	glimmer	2.48	0.03	0.0
innovateohio	2.48	0.0	0.03	innovateohio	2.48	0.03	0.0
fr	2.48	0.0	0.03	fr	2.48	0.03	0.0
influencers	2.48	0.0	0.03	influencers	2.48	0.03	0.0
ask-odh	2.48	0.0	0.03	ask-odh	2.48	0.03	0.0
montalvo	2.48	0.0	0.03	montalvo	2.48	0.03	0.0
ryan's	2.48	0.0	0.03	ryan's	2.48	0.03	0.0
twitter.com/governorlittle	2.48	0.0	0.03	twitter.com/governorlittle	2.48	0.03	0.0
toddler	2.48	0.0	0.03	toddler	2.48	0.03	0.0
theatres	2.48	0.0	0.03	theatres	2.48	0.03	0.0
penitentiary	2.48	0.0	0.03	penitentiary	2.48	0.03	0.0
horrycounty.org/serviceday	2.48	0.0	0.03	horrycounty.org/serviceday	2.48	0.03	0.0
roundup	2.48	0.0	0.03	roundup	2.48	0.03	0.0
briggs	2.48	0.0	0.03	briggs	2.48	0.03	0.0
parked	2.48	0.0	0.03	parked	2.48	0.03	0.0
shipbuilders	2.48	0.0	0.03	shipbuilders	2.48	0.03	0.0
jobs.utah.gov/blog/post/2020	2.48	0.0	0.03	jobs.utah.gov/blog/post/2020	2.48	0.03	0.0
borderreport.com	2.48	0.0	0.03	borderreport.com	2.48	0.03	0.0
sevendaysvt.com	2.48	0.0	0.03	sevendaysvt.com	2.48	0.03	0.0
diploma	2.48	0.0	0.03	diploma	2.48	0.03	0.0
turco	2.48	0.0	0.03	turco	2.48	0.03	0.0
tomita	2.48	0.0	0.03	tomita	2.48	0.03	0.0
cod	2.48	0.0	0.03	cod	2.48	0.03	0.0
cavalier	2.48	0.0	0.03	cavalier	2.48	0.03	0.0
bruising	2.48	0.0	0.03	bruising	2.48	0.03	0.0
transition.billlee.com/news	2.48	0.0	0.03	transition.billlee.com/news	2.48	0.03	0.0
distraction	2.48	0.0	0.03	distraction	2.48	0.03	0.0
paychex	2.48	0.0	0.03	paychex	2.48	0.03	0.0
josephson	2.48	0.0	0.03	josephson	2.48	0.03	0.0
sdata	2.48	0.0	0.03	sdata	2.48	0.03	0.0
interprets	2.48	0.0	0.03	interprets	2.48	0.03	0.0
ktre.com	2.48	0.0	0.03	ktre.com	2.48	0.03	0.0
6337862617	2.48	0.0	0.03	6337862617	2.48	0.03	0.0
otis	2.48	0.0	0.03	otis	2.48	0.03	0.0
guerra	2.48	0.0	0.03	guerra	2.48	0.03	0.0
569	2.48	0.0	0.03	569	2.48	0.03	0.0
campaign-kick-off-at-roast-and-ride-saturday-june	2.48	0.0	0.03	campaign-kick-off-at-roast-and-ride-saturday-june	2.48	0.03	0.0
contraflow	2.48	0.0	0.03	contraflow	2.48	0.03	0.0
hitachi	2.48	0.0	0.03	hitachi	2.48	0.03	0.0
overton	2.48	0.0	0.03	overton	2.48	0.03	0.0
madisonville	2.48	0.0	0.03	madisonville	2.48	0.03	0.0
lewisville	2.48	0.0	0.03	lewisville	2.48	0.03	0.0
careline	2.48	0.0	0.03	careline	2.48	0.03	0.0
pronounced	2.48	0.0	0.03	pronounced	2.48	0.03	0.0
governor.nd.gov/podcast	2.48	0.0	0.03	governor.nd.gov/podcast	2.48	0.03	0.0
larsen	2.48	0.0	0.03	larsen	2.48	0.03	0.0
olde	2.48	0.0	0.03	olde	2.48	0.03	0.0
brandie	2.48	0.0	0.03	brandie	2.48	0.03	0.0
aldrin	2.48	0.0	0.03	aldrin	2.48	0.03	0.0
bloodshed	2.48	0.0	0.03	bloodshed	2.48	0.03	0.0
rockingham	2.48	0.0	0.03	rockingham	2.48	0.03	0.0
icing	2.48	0.0	0.03	icing	2.48	0.03	0.0
chem	2.48	0.0	0.03	chem	2.48	0.03	0.0
redoubling	2.48	0.0	0.03	redoubling	2.48	0.03	0.0
newschannel5.com	2.48	0.0	0.03	newschannel5.com	2.48	0.03	0.0
lufkin	2.48	0.0	0.03	lufkin	2.48	0.03	0.0
us-china	2.48	0.0	0.03	us-china	2.48	0.03	0.0
tbi	2.48	0.0	0.03	tbi	2.48	0.03	0.0
dealer	2.48	0.0	0.03	dealer	2.48	0.03	0.0
self-swab	2.48	0.0	0.03	self-swab	2.48	0.03	0.0
20w	2.48	0.0	0.03	20w	2.48	0.03	0.0
124th	2.48	0.0	0.03	124th	2.48	0.03	0.0
guernsey	2.48	0.0	0.03	guernsey	2.48	0.03	0.0
governor.alabama.gov/statements/gov	2.48	0.0	0.03	governor.alabama.gov/statements/gov	2.48	0.03	0.0
wdrb.com	2.48	0.0	0.03	wdrb.com	2.48	0.03	0.0
side-by-side	2.48	0.0	0.03	side-by-side	2.48	0.03	0.0
sos.state.oh.us/elections/vote	2.48	0.0	0.03	sos.state.oh.us/elections/vote	2.48	0.03	0.0
500m	2.48	0.0	0.03	500m	2.48	0.03	0.0
tubes	2.48	0.0	0.03	tubes	2.48	0.03	0.0
haynes	2.48	0.0	0.03	haynes	2.48	0.03	0.0
ashcroft	2.48	0.0	0.03	ashcroft	2.48	0.03	0.0
wisehart	2.48	0.0	0.03	wisehart	2.48	0.03	0.0
protectingfloridatogether.gov	2.48	0.0	0.03	protectingfloridatogether.gov	2.48	0.03	0.0
kilbourne	2.48	0.0	0.03	kilbourne	2.48	0.03	0.0
louann	2.48	0.0	0.03	louann	2.48	0.03	0.0
cmdr	2.48	0.0	0.03	cmdr	2.48	0.03	0.0
governor.nd.gov/boards/	2.48	0.0	0.03	governor.nd.gov/boards/	2.48	0.03	0.0
lrsd	2.48	0.0	0.03	lrsd	2.48	0.03	0.0
mat	2.48	0.0	0.03	mat	2.48	0.03	0.0
reactivate	2.48	0.0	0.03	reactivate	2.48	0.03	0.0
allocations	2.48	0.0	0.03	allocations	2.48	0.03	0.0
reliant	2.48	0.0	0.03	reliant	2.48	0.03	0.0
american's	2.48	0.0	0.03	american's	2.48	0.03	0.0
disturbed	2.48	0.0	0.03	disturbed	2.48	0.03	0.0
shockingly	2.48	0.0	0.03	shockingly	2.48	0.03	0.0
sk	2.48	0.0	0.03	sk	2.48	0.03	0.0
orderly	2.48	0.0	0.03	orderly	2.48	0.03	0.0
blanding	2.48	0.0	0.03	blanding	2.48	0.03	0.0
kroe	2.48	0.0	0.03	kroe	2.48	0.03	0.0
lovers	2.48	0.0	0.03	lovers	2.48	0.03	0.0
nawn	2.48	0.0	0.03	nawn	2.48	0.03	0.0
05.05	2.48	0.0	0.03	05.05	2.48	0.03	0.0
soybeans	2.48	0.0	0.03	soybeans	2.48	0.03	0.0
camino	2.48	0.0	0.03	camino	2.48	0.03	0.0
stove	2.48	0.0	0.03	stove	2.48	0.03	0.0
fintech	2.48	0.0	0.03	fintech	2.48	0.03	0.0
invoked	2.48	0.0	0.03	invoked	2.48	0.03	0.0
sonya	2.48	0.0	0.03	sonya	2.48	0.03	0.0
capstone	2.48	0.0	0.03	capstone	2.48	0.03	0.0
03.28	2.48	0.0	0.03	03.28	2.48	0.03	0.0
governor.alabama.gov/newsroom/2020/06/governor-ivey-issues-amended-safer-at-home-order-3/	2.48	0.0	0.03	governor.alabama.gov/newsroom/2020/06/governor-ivey-issues-amended-safer-at-home-order-3/	2.48	0.03	0.0
smiled	2.48	0.0	0.03	smiled	2.48	0.03	0.0
static	2.48	0.0	0.03	static	2.48	0.03	0.0
twenties	2.48	0.0	0.03	twenties	2.48	0.03	0.0
coivd	2.48	0.0	0.03	coivd	2.48	0.03	0.0
transient	2.48	0.0	0.03	transient	2.48	0.03	0.0
mikedewine.com/volunteer	2.48	0.0	0.03	mikedewine.com/volunteer	2.48	0.03	0.0
9101985	2.48	0.0	0.03	9101985	2.48	0.03	0.0
1:45	2.48	0.0	0.03	1:45	2.48	0.03	0.0
mosquito-borne	2.48	0.0	0.03	mosquito-borne	2.48	0.03	0.0
washingtonpost.com/opinions/2020/	2.48	0.0	0.03	washingtonpost.com/opinions/2020/	2.48	0.03	0.0
98.7	2.48	0.0	0.03	98.7	2.48	0.03	0.0
tpc	2.48	0.0	0.03	tpc	2.48	0.03	0.0
18.9	2.48	0.0	0.03	18.9	2.48	0.03	0.0
pro-biz	2.48	0.0	0.03	pro-biz	2.48	0.03	0.0
1053	2.48	0.0	0.03	1053	2.48	0.03	0.0
wlap	2.48	0.0	0.03	wlap	2.48	0.03	0.0
isds	2.48	0.0	0.03	isds	2.48	0.03	0.0
billlee.com/beliefs/	2.48	0.0	0.03	billlee.com/beliefs/	2.48	0.03	0.0
addendum	2.48	0.0	0.03	addendum	2.48	0.03	0.0
oriented	2.48	0.0	0.03	oriented	2.48	0.03	0.0
academia	2.48	0.0	0.03	academia	2.48	0.03	0.0
gateways	2.48	0.0	0.03	gateways	2.48	0.03	0.0
mcusercontent.com/1c7397d5fea5d8	2.48	0.0	0.03	mcusercontent.com/1c7397d5fea5d8	2.48	0.03	0.0
rodgers	2.48	0.0	0.03	rodgers	2.48	0.03	0.0
ksfy.com	2.48	0.0	0.03	ksfy.com	2.48	0.03	0.0
williamsonherald.com	2.48	0.0	0.03	williamsonherald.com	2.48	0.03	0.0
governor.nd.gov/news/burgum-ap	2.48	0.0	0.03	governor.nd.gov/news/burgum-ap	2.48	0.03	0.0
newschannel9.com	2.48	0.0	0.03	newschannel9.com	2.48	0.03	0.0
assistance-for-small-businesses	2.48	0.0	0.03	assistance-for-small-businesses	2.48	0.03	0.0
governor.nd.gov/news/burgum-is	2.48	0.0	0.03	governor.nd.gov/news/burgum-is	2.48	0.03	0.0
